event_hour,site_id,site_name,event_count,alert_count,avg_temperature_c,avg_battery_pct
2026-05-02 22:00:00,S010,Facility 10,8,1,20.675,61.94285714285714
2026-05-02 22:00:00,S011,Facility 11,6,0,22.21666666666667,34.0
2026-05-02 22:00:00,S012,Facility 12,3,1,22.066666666666666,61.23333333333333
2026-05-02 22:00:00,S013,Facility 13,4,1,21.9,82.4
2026-05-02 22:00:00,S014,Facility 14,3,1,19.666666666666668,60.5
2026-05-02 23:00:00,S001,Facility 1,6,1,18.733333333333334,29.580000000000002
2026-05-02 23:00:00,S002,Facility 2,4,0,20.1,57.449999999999996
2026-05-02 23:00:00,S003,Facility 3,7,1,19.52857142857143,46.24285714285714
2026-05-02 23:00:00,S004,Facility 4,8,2,22.1,40.84285714285714
2026-05-02 23:00:00,S005,Facility 5,4,0,22.7,67.4
2026-05-02 23:00:00,S006,Facility 6,3,0,17.233333333333334,47.4
2026-05-02 23:00:00,S007,Facility 7,5,1,23.580000000000002,29.099999999999998
2026-05-02 23:00:00,S008,Facility 8,5,0,16.84,48.449999999999996
2026-05-02 23:00:00,S009,Facility 9,5,1,22.78,52.839999999999996
2026-05-02 23:00:00,S010,Facility 10,3,0,20.8,15.95
2026-05-02 23:00:00,S011,Facility 11,9,1,21.88888888888889,63.22222222222222
2026-05-02 23:00:00,S012,Facility 12,5,0,19.04,25.68
2026-05-02 23:00:00,S013,Facility 13,9,2,22.366666666666667,43.325
2026-05-02 23:00:00,S014,Facility 14,8,0,22.1625,57.55
2026-05-03 00:00:00,S001,Facility 1,14,2,21.364285714285717,54.184615384615384
2026-05-03 00:00:00,S002,Facility 2,4,0,21.75,44.875
2026-05-03 00:00:00,S003,Facility 3,7,1,21.985714285714288,57.800000000000004
2026-05-03 00:00:00,S004,Facility 4,5,0,17.72,29.75
2026-05-03 00:00:00,S005,Facility 5,3,1,18.066666666666666,52.13333333333333
2026-05-03 00:00:00,S006,Facility 6,2,0,22.05,18.4
2026-05-03 00:00:00,S007,Facility 7,5,1,22.84,51.4
2026-05-03 00:00:00,S008,Facility 8,5,0,19.880000000000003,55.1
2026-05-03 00:00:00,S009,Facility 9,7,1,20.914285714285715,51.416666666666664
2026-05-03 00:00:00,S010,Facility 10,13,1,20.200000000000003,67.47500000000001
2026-05-03 00:00:00,S011,Facility 11,9,1,19.177777777777777,48.6
2026-05-03 00:00:00,S012,Facility 12,3,1,22.633333333333336,63.9
2026-05-03 00:00:00,S013,Facility 13,4,0,20.8,38.75
2026-05-03 00:00:00,S014,Facility 14,6,0,22.71666666666667,39.63333333333333
2026-05-03 01:00:00,S001,Facility 1,5,1,21.7,48.660000000000004
2026-05-03 01:00:00,S002,Facility 2,2,0,27.3,63.15
2026-05-03 01:00:00,S003,Facility 3,5,1,25.28,35.03333333333333
2026-05-03 01:00:00,S004,Facility 4,4,1,18.125,38.8
2026-05-03 01:00:00,S005,Facility 5,3,0,21.46666666666667,28.53333333333333
2026-05-03 01:00:00,S006,Facility 6,4,0,23.7,77.85
2026-05-03 01:00:00,S007,Facility 7,4,0,17.95,51.575
2026-05-03 01:00:00,S008,Facility 8,3,0,19.866666666666664,64.13333333333333
2026-05-03 01:00:00,S009,Facility 9,6,0,23.53333333333333,37.050000000000004
2026-05-03 01:00:00,S010,Facility 10,7,0,23.428571428571427,56.457142857142856
2026-05-03 01:00:00,S011,Facility 11,5,1,21.0,23.175
2026-05-03 01:00:00,S012,Facility 12,6,2,22.95,42.78
2026-05-03 01:00:00,S013,Facility 13,5,1,19.7,43.36
2026-05-03 01:00:00,S014,Facility 14,9,3,23.966666666666665,41.57777777777778
2026-05-03 02:00:00,S001,Facility 1,7,0,20.3,42.271428571428565
2026-05-03 02:00:00,S002,Facility 2,7,1,16.95714285714286,57.48333333333333
2026-05-03 02:00:00,S003,Facility 3,6,2,24.650000000000002,36.7
2026-05-03 02:00:00,S004,Facility 4,10,1,22.53,60.17777777777778
2026-05-03 02:00:00,S005,Facility 5,7,1,21.457142857142856,39.114285714285714
2026-05-03 02:00:00,S006,Facility 6,5,1,19.36,70.76
2026-05-03 02:00:00,S007,Facility 7,2,0,26.95,49.3
2026-05-03 02:00:00,S008,Facility 8,7,1,19.728571428571428,47.96666666666667
2026-05-03 02:00:00,S009,Facility 9,7,2,21.02857142857143,53.74285714285714
2026-05-03 02:00:00,S010,Facility 10,8,0,21.3,60.4125
2026-05-03 02:00:00,S011,Facility 11,9,0,22.577777777777776,43.87777777777777
2026-05-03 02:00:00,S012,Facility 12,11,2,21.354545454545455,57.79
2026-05-03 02:00:00,S013,Facility 13,7,0,22.0,38.800000000000004
2026-05-03 02:00:00,S014,Facility 14,7,0,18.085714285714285,38.18571428571429
2026-05-03 03:00:00,S001,Facility 1,14,1,22.192857142857143,49.97857142857142
2026-05-03 03:00:00,S002,Facility 2,6,1,24.53333333333333,36.85
2026-05-03 03:00:00,S003,Facility 3,10,1,19.95,48.12222222222223
2026-05-03 03:00:00,S004,Facility 4,6,0,23.683333333333334,54.17999999999999
2026-05-03 03:00:00,S005,Facility 5,4,0,22.275,54.875
2026-05-03 03:00:00,S006,Facility 6,6,2,19.75,71.13333333333334
2026-05-03 03:00:00,S007,Facility 7,4,0,20.25,60.825
2026-05-03 03:00:00,S008,Facility 8,4,0,24.775,60.76666666666667
2026-05-03 03:00:00,S009,Facility 9,10,0,18.94,53.022222222222226
2026-05-03 03:00:00,S010,Facility 10,10,0,22.84,49.989999999999995
2026-05-03 03:00:00,S011,Facility 11,6,0,20.216666666666665,42.0
2026-05-03 03:00:00,S012,Facility 12,9,1,22.577777777777776,41.67777777777778
2026-05-03 03:00:00,S013,Facility 13,3,1,16.666666666666668,55.366666666666674
2026-05-03 03:00:00,S014,Facility 14,6,0,19.083333333333332,62.94
2026-05-03 04:00:00,S001,Facility 1,9,0,21.688888888888886,51.611111111111114
2026-05-03 04:00:00,S002,Facility 2,4,1,24.75,52.366666666666674
2026-05-03 04:00:00,S003,Facility 3,10,2,21.72,28.05
2026-05-03 04:00:00,S004,Facility 4,4,2,18.975,9.675
2026-05-03 04:00:00,S005,Facility 5,1,0,14.0,10.5
2026-05-03 04:00:00,S006,Facility 6,5,0,19.72,43.040000000000006
2026-05-03 04:00:00,S007,Facility 7,6,1,17.583333333333332,51.8
2026-05-03 04:00:00,S008,Facility 8,7,2,19.74285714285714,50.214285714285715
2026-05-03 04:00:00,S009,Facility 9,4,0,19.275,57.6
2026-05-03 04:00:00,S010,Facility 10,9,0,21.133333333333333,61.48888888888889
2026-05-03 04:00:00,S011,Facility 11,5,0,23.84,73.4
2026-05-03 04:00:00,S012,Facility 12,4,0,19.375,60.76666666666667
2026-05-03 04:00:00,S013,Facility 13,4,0,18.875,54.675
2026-05-03 04:00:00,S014,Facility 14,4,0,19.7,36.1
2026-05-03 05:00:00,S001,Facility 1,8,1,20.375,69.04285714285714
2026-05-03 05:00:00,S002,Facility 2,7,1,21.685714285714287,48.666666666666664
2026-05-03 05:00:00,S003,Facility 3,5,0,21.06,59.98
2026-05-03 05:00:00,S004,Facility 4,4,0,17.15,49.25
2026-05-03 05:00:00,S005,Facility 5,6,1,21.650000000000002,64.98333333333333
2026-05-03 05:00:00,S006,Facility 6,4,1,19.525,35.15
2026-05-03 05:00:00,S007,Facility 7,6,1,21.21666666666667,66.26666666666667
2026-05-03 05:00:00,S008,Facility 8,6,0,19.6,44.18333333333334
2026-05-03 05:00:00,S009,Facility 9,9,0,23.22222222222222,46.599999999999994
2026-05-03 05:00:00,S010,Facility 10,8,1,23.9,51.35
2026-05-03 05:00:00,S011,Facility 11,6,2,20.95,54.36
2026-05-03 05:00:00,S012,Facility 12,6,1,20.75,39.660000000000004
2026-05-03 05:00:00,S013,Facility 13,6,0,25.516666666666666,67.51666666666667
2026-05-03 05:00:00,S014,Facility 14,4,1,14.85,33.6
2026-05-03 06:00:00,S001,Facility 1,9,1,20.799999999999997,47.7125
2026-05-03 06:00:00,S002,Facility 2,1,0,26.2,68.8
2026-05-03 06:00:00,S003,Facility 3,12,2,22.616666666666664,32.825
2026-05-03 06:00:00,S004,Facility 4,5,1,22.5,37.839999999999996
2026-05-03 06:00:00,S005,Facility 5,5,0,19.24,41.225
2026-05-03 06:00:00,S006,Facility 6,8,1,19.2875,57.81428571428571
2026-05-03 06:00:00,S007,Facility 7,10,0,21.220000000000002,70.61111111111111
2026-05-03 06:00:00,S008,Facility 8,2,0,23.05,45.5
2026-05-03 06:00:00,S009,Facility 9,10,1,21.46,40.08
2026-05-03 06:00:00,S010,Facility 10,5,0,20.119999999999997,59.54
2026-05-03 06:00:00,S011,Facility 11,5,0,21.68,68.36
2026-05-03 06:00:00,S012,Facility 12,5,1,23.22,54.339999999999996
2026-05-03 06:00:00,S013,Facility 13,5,2,23.02,44.575
2026-05-03 06:00:00,S014,Facility 14,5,0,20.86,33.766666666666666
2026-05-03 07:00:00,S001,Facility 1,8,1,21.1,43.699999999999996
2026-05-03 07:00:00,S002,Facility 2,2,0,26.9,64.6
2026-05-03 07:00:00,S003,Facility 3,12,1,21.733333333333334,64.23636363636363
2026-05-03 07:00:00,S004,Facility 4,5,0,23.119999999999997,40.660000000000004
2026-05-03 07:00:00,S005,Facility 5,3,0,23.900000000000002,40.03333333333333
2026-05-03 07:00:00,S006,Facility 6,2,0,22.65,79.0
2026-05-03 07:00:00,S007,Facility 7,4,1,23.4,53.275
2026-05-03 07:00:00,S008,Facility 8,7,0,23.557142857142857,44.5
2026-05-03 07:00:00,S009,Facility 9,9,0,19.788888888888888,51.24285714285715
2026-05-03 07:00:00,S010,Facility 10,5,1,22.419999999999998,42.260000000000005
2026-05-03 07:00:00,S011,Facility 11,7,2,17.47142857142857,63.34285714285714
2026-05-03 07:00:00,S012,Facility 12,4,0,21.625,19.833333333333332
2026-05-03 07:00:00,S013,Facility 13,5,1,23.5,54.779999999999994
2026-05-03 07:00:00,S014,Facility 14,4,0,23.175,32.65
2026-05-03 08:00:00,S001,Facility 1,14,3,20.314285714285713,56.49166666666667
2026-05-03 08:00:00,S002,Facility 2,2,0,20.6,74.55000000000001
2026-05-03 08:00:00,S003,Facility 3,9,0,23.41111111111111,52.225
2026-05-03 08:00:00,S004,Facility 4,10,1,20.080000000000002,64.875
2026-05-03 08:00:00,S005,Facility 5,6,1,17.650000000000002,38.68333333333333
2026-05-03 08:00:00,S006,Facility 6,1,1,20.8,82.4
2026-05-03 08:00:00,S007,Facility 7,2,0,25.55,82.7
2026-05-03 08:00:00,S008,Facility 8,7,0,21.900000000000002,60.971428571428575
2026-05-03 08:00:00,S009,Facility 9,14,0,20.192857142857143,41.833333333333336
2026-05-03 08:00:00,S010,Facility 10,12,0,23.366666666666664,44.10909090909091
2026-05-03 08:00:00,S011,Facility 11,7,1,22.071428571428573,50.31428571428571
2026-05-03 08:00:00,S012,Facility 12,3,0,19.599999999999998,65.53333333333333
2026-05-03 08:00:00,S013,Facility 13,1,1,19.7,15.8
2026-05-03 08:00:00,S014,Facility 14,5,0,19.98,55.46
2026-05-03 09:00:00,S001,Facility 1,9,1,19.477777777777778,34.733333333333334
2026-05-03 09:00:00,S002,Facility 2,5,1,23.1,40.519999999999996
2026-05-03 09:00:00,S003,Facility 3,11,1,21.61818181818182,54.93636363636363
2026-05-03 09:00:00,S004,Facility 4,12,1,19.733333333333334,72.84545454545454
2026-05-03 09:00:00,S005,Facility 5,2,0,17.549999999999997,61.5
2026-05-03 09:00:00,S006,Facility 6,5,0,19.68,46.9
2026-05-03 09:00:00,S007,Facility 7,4,0,24.35,37.275
2026-05-03 09:00:00,S008,Facility 8,6,1,19.016666666666666,37.760000000000005
2026-05-03 09:00:00,S009,Facility 9,4,1,17.725,67.15
2026-05-03 09:00:00,S010,Facility 10,9,2,20.811111111111114,65.0
2026-05-03 09:00:00,S011,Facility 11,11,1,19.263636363636365,50.739999999999995
2026-05-03 09:00:00,S012,Facility 12,5,2,23.34,64.8
2026-05-03 09:00:00,S013,Facility 13,6,1,20.916666666666668,62.55
2026-05-03 09:00:00,S014,Facility 14,3,0,24.833333333333332,71.0
2026-05-03 10:00:00,S001,Facility 1,11,4,21.272727272727273,39.510000000000005
2026-05-03 10:00:00,S002,Facility 2,2,0,22.85,19.150000000000002
2026-05-03 10:00:00,S003,Facility 3,10,0,20.43,43.760000000000005
2026-05-03 10:00:00,S004,Facility 4,7,1,21.442857142857143,75.68571428571428
2026-05-03 10:00:00,S005,Facility 5,5,1,22.119999999999997,45.839999999999996
2026-05-03 10:00:00,S006,Facility 6,6,0,19.599999999999998,47.53333333333333
2026-05-03 10:00:00,S007,Facility 7,7,2,23.900000000000002,42.28333333333334
2026-05-03 10:00:00,S008,Facility 8,8,0,19.4875,70.12
2026-05-03 10:00:00,S009,Facility 9,10,2,20.81,39.58888888888889
2026-05-03 10:00:00,S010,Facility 10,6,1,24.183333333333334,60.11666666666667
2026-05-03 10:00:00,S011,Facility 11,10,1,21.65,46.7
2026-05-03 10:00:00,S012,Facility 12,7,5,18.157142857142855,59.725
2026-05-03 10:00:00,S013,Facility 13,6,0,20.016666666666666,29.660000000000004
2026-05-03 10:00:00,S014,Facility 14,7,1,22.87142857142857,54.96666666666667
2026-05-03 11:00:00,S001,Facility 1,5,1,17.2,37.64
2026-05-03 11:00:00,S002,Facility 2,2,1,20.9,29.9
2026-05-03 11:00:00,S003,Facility 3,3,0,25.366666666666664,54.349999999999994
2026-05-03 11:00:00,S004,Facility 4,5,0,18.5,12.533333333333333
2026-05-03 11:00:00,S005,Facility 5,4,0,24.75,53.825
2026-05-03 11:00:00,S006,Facility 6,11,1,19.20909090909091,47.86363636363637
2026-05-03 11:00:00,S007,Facility 7,8,0,24.575,49.237500000000004
2026-05-03 11:00:00,S008,Facility 8,5,1,21.919999999999998,56.54
2026-05-03 11:00:00,S009,Facility 9,11,1,22.263636363636365,43.28181818181818
2026-05-03 11:00:00,S010,Facility 10,6,0,19.733333333333334,36.666666666666664
2026-05-03 11:00:00,S011,Facility 11,10,1,21.47,58.260000000000005
2026-05-03 11:00:00,S012,Facility 12,4,0,18.675,56.475
2026-05-03 11:00:00,S013,Facility 13,6,0,20.983333333333334,63.63333333333333
2026-05-03 11:00:00,S014,Facility 14,4,0,19.25,53.825
2026-05-03 12:00:00,S001,Facility 1,6,1,22.116666666666664,65.93333333333334
2026-05-03 12:00:00,S002,Facility 2,4,0,21.125,52.824999999999996
2026-05-03 12:00:00,S003,Facility 3,9,1,19.533333333333335,51.06666666666667
2026-05-03 12:00:00,S004,Facility 4,9,2,21.344444444444445,72.1875
2026-05-03 12:00:00,S005,Facility 5,3,1,23.5,45.166666666666664
2026-05-03 12:00:00,S006,Facility 6,4,0,25.725,53.2
2026-05-03 12:00:00,S007,Facility 7,4,0,19.475,59.0
2026-05-03 12:00:00,S008,Facility 8,4,0,22.725,41.825
2026-05-03 12:00:00,S009,Facility 9,7,0,21.25714285714286,52.81428571428571
2026-05-03 12:00:00,S010,Facility 10,3,0,19.099999999999998,39.9
2026-05-03 12:00:00,S011,Facility 11,8,1,21.1625,51.137499999999996
2026-05-03 12:00:00,S012,Facility 12,9,1,18.1,58.325
2026-05-03 12:00:00,S013,Facility 13,6,0,22.7,75.7
2026-05-03 12:00:00,S014,Facility 14,7,0,21.185714285714287,60.028571428571425
2026-05-03 13:00:00,S001,Facility 1,8,1,17.75,44.449999999999996
2026-05-03 13:00:00,S002,Facility 2,4,0,24.1,69.06666666666666
2026-05-03 13:00:00,S003,Facility 3,6,0,22.916666666666668,67.28333333333333
2026-05-03 13:00:00,S004,Facility 4,8,0,19.4875,52.025
2026-05-03 13:00:00,S005,Facility 5,4,1,23.5,56.5
2026-05-03 13:00:00,S006,Facility 6,4,0,18.325,70.2
2026-05-03 13:00:00,S007,Facility 7,5,0,18.18,49.6
2026-05-03 13:00:00,S008,Facility 8,9,2,19.688888888888886,55.51111111111111
2026-05-03 13:00:00,S009,Facility 9,6,1,20.316666666666666,45.48333333333333
2026-05-03 13:00:00,S010,Facility 10,11,1,22.663636363636364,48.769999999999996
2026-05-03 13:00:00,S011,Facility 11,12,1,21.96666666666667,39.127272727272725
2026-05-03 13:00:00,S012,Facility 12,8,0,22.9625,55.7875
2026-05-03 13:00:00,S013,Facility 13,7,1,19.5,59.771428571428565
2026-05-03 13:00:00,S014,Facility 14,3,1,23.599999999999998,36.36666666666667
2026-05-03 14:00:00,S001,Facility 1,14,1,20.585714285714285,57.63076923076923
2026-05-03 14:00:00,S002,Facility 2,3,1,26.866666666666664,61.4
2026-05-03 14:00:00,S003,Facility 3,12,0,21.900000000000002,52.400000000000006
2026-05-03 14:00:00,S004,Facility 4,5,0,18.44,54.525
2026-05-03 14:00:00,S005,Facility 5,3,0,17.53333333333333,44.86666666666667
2026-05-03 14:00:00,S006,Facility 6,2,1,14.05,55.85
2026-05-03 14:00:00,S007,Facility 7,6,0,24.75,61.160000000000004
2026-05-03 14:00:00,S008,Facility 8,6,0,23.983333333333334,40.46666666666667
2026-05-03 14:00:00,S009,Facility 9,3,1,22.099999999999998,55.199999999999996
2026-05-03 14:00:00,S010,Facility 10,5,0,24.02,43.275000000000006
2026-05-03 14:00:00,S011,Facility 11,5,1,24.16,70.02000000000001
2026-05-03 14:00:00,S012,Facility 12,7,1,24.114285714285717,52.96666666666667
2026-05-03 14:00:00,S013,Facility 13,7,1,22.24285714285714,41.714285714285715
2026-05-03 14:00:00,S014,Facility 14,8,1,21.6625,36.7375
2026-05-03 15:00:00,S001,Facility 1,8,0,20.575,43.087500000000006
2026-05-03 15:00:00,S002,Facility 2,4,1,17.8,54.875
2026-05-03 15:00:00,S003,Facility 3,8,1,26.65,36.8
2026-05-03 15:00:00,S004,Facility 4,8,0,18.125,37.9125
2026-05-03 15:00:00,S005,Facility 5,5,1,20.619999999999997,49.5
2026-05-03 15:00:00,S006,Facility 6,1,0,17.8,89.1
2026-05-03 15:00:00,S007,Facility 7,4,1,16.625,82.725
2026-05-03 15:00:00,S008,Facility 8,4,0,19.7,22.025
2026-05-03 15:00:00,S009,Facility 9,4,0,18.475,59.775000000000006
2026-05-03 15:00:00,S010,Facility 10,8,1,23.5625,57.24285714285714
2026-05-03 15:00:00,S011,Facility 11,9,1,19.533333333333335,54.955555555555556
2026-05-03 15:00:00,S012,Facility 12,11,3,20.227272727272727,52.67272727272727
2026-05-03 15:00:00,S013,Facility 13,8,1,19.7375,41.82857142857143
2026-05-03 15:00:00,S014,Facility 14,10,1,22.25,57.34444444444445
2026-05-03 16:00:00,S001,Facility 1,8,1,24.675,54.24285714285714
2026-05-03 16:00:00,S002,Facility 2,4,0,23.375,82.975
